"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MARTIN LUNDA","1/7","0",0,"0","43","0%","0%",801
"MIROSLAV URBÁNEK","1/7","0",1,"0","39","0%","0%",802
"DAVID JEŘÁBEK","1/7","0",1,"0","31","0%","0%",803
"VLADIMÍRA BURIANOVÁ","1/7","0",0,"0","42","100%","0%",804
"MARTIN VOBORNÝ","1/7","0",1,"0","32","0%","0%",805
"ALEŠ KATOLICKÝ","1/7","0",0,"0","38","0%","0%",806
"ALENA KŘENKOVÁ","1/7","0",0,"0","38","100%","0%",807
"ING. JOSEF KLÍMA","1/7","0",1,"0","36","0%","100%",808
"PAVEL BEDNÁŘ","1/7","0",1,"0","42","0%","0%",809
"PAVEL VIDENSKÝ","1/7","0",1,"0","51","0%","0%",810
"LEOŠ MUSIL","1/7","0",0,"0","38","0%","0%",811
