"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"FRANTIŠEK STRAKA","1/7","0",1,"0","59","0%","0%",801
"MIROSLAVA DRBALOVÁ","1/7","0",0,"0","35","100%","0%",802
"JAROSLAV BROŽ","1/7","0",0,"0","67","0%","0%",803
"ZBYNĚK BENÍŠEK","1/7","0",1,"0","41","0%","0%",804
"PETR KNEŽIK","1/7","0",1,"0","33","0%","0%",805
"MICHAL POKORNÝ","1/7","0",1,"0","31","0%","0%",806
"JAROSLAV BÍNA","1/7","0",0,"0","52","0%","0%",807
"MARKÉTA BÍNOVÁ","1/7","0",1,"0","44","100%","0%",808
"PAVEL KAPOUN","1/7","0",0,"0","44","0%","100%",809
"JOSEF MAZANEC","1/7","0",1,"0","50","0%","0%",810
