"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JAN HAVELKA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","42","0%","0%",801
"ING. JAROSLAV SKRYJA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","28","0%","100%",802
"EVA BÍBROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","36","100%","0%",803
"ING. PAVEL TUREK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","52","0%","100%",804
"JIŘÍ BRADÁČ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","56","0%","0%",805
"ZDENĚK CHRÁST, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","48","0%","0%",806
"DRAHOSLAVA SMEJKALOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","45","100%","0%",807
"ING. ROMAN POŽÁR, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","31","0%","100%",808
"VÁCLAV ŠTĚPÁNEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","28","0%","0%",809
"BC. MARTIN PRÁŠEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","38","0%","100%",810
"JAROSLAV ALEXANDR DVOŘÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","26","0%","0%",811
"PETR MALEC, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","37","0%","0%",812
"TOMÁŠ HLADÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","0%","0%",813
"VOJTĚCH MICHAL, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","43","0%","0%",814
