"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KOMUNISTICKÁ STRANA ČECH A MORAVY","1/7","0",1,"0","57","0%","0%",47
"ZDENĚK PLACHÝ","1/7","0",1,"0","53","0%","0%",801
"JAROSLAVA KAŠPAROVÁ","1/7","0",1,"0","64","100%","0%",802
"MILOŠ NOVÁČEK","1/7","0",0,"0","44","0%","0%",803
"JOSEF SMEJKAL","1/7","0",1,"0","68","0%","0%",804
"VLADIMÍR BUREŠ","1/7","0",1,"0","60","0%","0%",805
"JOSEF CHYBA","1/7","0",1,"0","62","0%","0%",806
"DAGMAR NEKVAPILOVÁ","1/7","0",1,"0","45","100%","0%",807
"JAROSLAV BUREŠ","1/7","0",1,"0","62","0%","0%",808
"DANA BÁBUŇKOVÁ","1/7","0",0,"0","31","100%","0%",809
"JOSEF MUSIL","1/7","0",1,"0","60","0%","0%",810
"JOSEF MUSIL","1/7","0",1,"0","34","0%","0%",811
