"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ZDENĚK NEUMANN","1/7","0",0,"0","26","0%","0%",801
"MGR. JANA CHLÁDKOVÁ","1/7","0",1,"0","41","100%","100%",802
"LADISLAV CHLÁDEK","1/7","0",1,"0","40","0%","0%",803
"LUKÁŠ NEJEDLÝ","1/7","0",0,"0","20","0%","0%",804
"MIROSLAV DVOŘÁK","1/7","0",1,"0","55","0%","0%",805
"MILOSLAV MIDRLA","1/7","0",0,"0","26","0%","0%",806
"OTTO VLK","1/7","0",0,"0","22","0%","0%",807
"ING. PAVEL PETRÁK","1/7","0",1,"0","47","0%","100%",808
"PAVLA MIDRLOVÁ","1/7","0",1,"0","46","100%","0%",809
"MGR. RADKA VEJMĚLKOVÁ","1/7","0",0,"0","41","100%","100%",810
"ROMAN VALÍČEK","1/7","0",1,"0","34","0%","0%",811
