"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JAN CILA","1/7","0",1,"0","59","0%","0%",801
"ROSTISLAV CEJPEK","1/7","0",0,"0","26","0%","0%",802
"ZDENĚK ŠUMPICH","1/7","0",0,"0","46","0%","0%",803
"LENKA CHOBOTOVÁ","1/7","0",0,"0","31","100%","0%",804
"MILAN CHOBOT","1/7","0",1,"0","36","0%","0%",805
"MARTIN CAHA","1/7","0",1,"0","28","0%","0%",806
"ZDENKA ŠUMPICHOVÁ","1/7","0",0,"0","41","100%","0%",807
"RENÉ KOSIELSKI","1/7","0",1,"0","41","0%","0%",808
"FRANTIŠEK VELEBA","1/7","0",1,"0","48","0%","0%",809
"RADEK ČÁSTKA","1/7","0",0,"0","40","0%","0%",810
