"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"BC. LENKA BRESTO","1/7","0",1,"0","39","0%","100%",801
"JANA DOLEŽALOVÁ","1/7","0",0,"0","35","100%","0%",802
"LENKA FIKEJZOVÁ","1/7","0",0,"0","42","100%","0%",803
"MILOŠ HRANIČKA","1/7","0",1,"0","49","0%","0%",804
"LADISLAV POKORNÝ","1/7","0",1,"0","50","0%","0%",805
"VLADIMÍR MÜLLER","1/7","0",0,"0","41","0%","0%",806
"ING. JOSEF LÁSKO","1/7","0",1,"0","54","0%","100%",807
"ING. HANA LÁSKOVÁ","1/7","0",1,"0","53","100%","100%",808
"ZDENĚK VÍTEK","1/7","0",0,"0","39","0%","0%",809
"VĚRA MAJZNEROVÁ","1/7","0",0,"0","44","100%","0%",810
"JAROSLAV DOČKAL","1/7","0",0,"0","32","0%","0%",811
"VLADISLAV PETERKA","1/7","0",1,"0","35","0%","0%",812
"LADISLAVA NĚMEČKOVÁ","1/7","0",0,"0","54","100%","0%",813
