"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ERIKA ŽITNÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","100%","0%",801
"VLADIMÍR ŠÁLEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","53","0%","0%",802
"JAN LOUDA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","38","0%","0%",803
"VÁCLAV VOBORNÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","62","0%","0%",804
"LINDA EICHLEROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","38","100%","0%",805
"EVA MACHYTKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","42","100%","0%",806
"LADISLAV GREGOR, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","70","0%","0%",807
"JIŘÍ HÁLA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","55","0%","0%",808
"ZDENĚK TOMŠÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","0%","0%",809
"JANA LOUDOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","41","100%","0%",810
"JIŘÍ PAVLÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","40","0%","0%",811
"MICHAL KUBÁNEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",812
"JAN MACHYTKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","53","0%","0%",813
"ALEŠ TICHÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","45","0%","0%",814
