"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JIŘÍ TROJAN, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","65","0%","0%",801
"TOMÁŠ ŠVEJDA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","34","0%","0%",802
"MARKÉTA DUŠKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","28","100%","0%",803
"ANEŽKA SRBOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","69","100%","0%",804
"MUDR. ANNA DUŠKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","58","100%","100%",805
"ŠTĚPÁNKA FOXOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","47","100%","0%",806
"KAROLINA KUNSTOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","100%","0%",807
"ALENA MIKYNOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","59","100%","0%",808
"MARIE ŠIMÁNKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","54","100%","0%",809
"LIBOR ZELENKA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","41","0%","0%",810
"ING. PETR KOPECKÝ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","63","0%","100%",811
"ZDENĚK JEDLIČKA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","53","0%","0%",812
"MONIKA VOJTOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","48","100%","0%",813
"PAVEL KLETEČKA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","31","0%","0%",814
