"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ING. LADISLAV MELICHAR","1/7","0",1,"0","57","0%","100%",801
"LUBOŠ ŽÁK","1/7","0",1,"0","50","0%","0%",802
"ZDENĚK KOPEČNÝ","1/7","0",0,"0","52","0%","0%",803
"BC. JAROSLAV ŽĎÁRSKÝ","1/7","0",0,"0","40","0%","100%",804
"IVA PAVLÍČKOVÁ","1/7","0",0,"0","40","100%","0%",805
"PAVEL HAVLÁT","1/7","0",1,"0","49","0%","0%",806
"ROSTISLAV SOUKUP","1/7","0",1,"0","50","0%","0%",807
"STANISLAV HÁLA","1/7","0",0,"0","48","0%","0%",808
"JAN KLEŠČ","1/7","0",0,"0","31","0%","0%",809
"PAVEL NEVRTAL","1/7","0",0,"0","42","0%","0%",810
"ELIŠKA TUČKOVÁ","1/7","0",1,"0","35","100%","0%",811
"ONDŘEJ JUN","1/7","0",1,"0","37","0%","0%",812
"VÍT ŠTOURAČ","1/7","0",0,"0","25","0%","0%",813
