"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"BC. KATEŘINA VOKÁLOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","24","100%","100%",801
"BC. LIBUŠE ŠPIČÁKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","51","100%","100%",802
"DUŠAN ŠIMON, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","40","0%","0%",803
"FRANTIŠEK ZAVADIL, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","40","0%","0%",804
"ING. JOSEF DVOŘÁK, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","38","0%","100%",805
"IVONA HOLANOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","48","100%","0%",806
"JAROMÍR LUDVÍČEK, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","47","0%","0%",807
"JIŘÍ ALBRECHT, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","34","0%","0%",808
"JIŘÍ ŠTRUMFA, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","59","0%","0%",809
"JIŘINA VOKÁLOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","46","100%","0%",810
"LADISLAV HAUPT, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","37","0%","0%",811
"MARTINA ŠTRUMFOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","30","100%","0%",812
"MGR. JANA RENZOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","43","100%","100%",813
"MILADA DRAHOŠOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","76","100%","0%",814
"MILOŠ DRAHOŠ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","63","0%","0%",815
"MIROSLAV SLABÝ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","57","0%","0%",816
"MONIKA LUDVÍČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","47","100%","0%",817
"ONDŘEJ LAŠKA, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","24","0%","0%",818
"STANISLAV VOSTŘEL, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","37","0%","0%",819
"TOMÁŠ SOCHA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","46","0%","0%",820
"VENDULA DRAHOŠOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","29","100%","0%",821
"VĚRA NOVÁKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","50","100%","0%",822
"ZDENĚK HÁNĚL, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","27","0%","0%",823
