"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MARIE KONŮPKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","52","100%","0%",801
"LUDĚK SVOBODA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","38","0%","0%",802
"JIŘÍ BERÁNEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","47","0%","0%",803
"JAN ONDRÁK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","40","0%","0%",804
"MARTINA SÁLOVÁ VLKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","41","100%","0%",805
"JANA RIEPLOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","54","100%","0%",806
"ZDENĚK DUFEK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","52","0%","0%",807
"VÁCLAV VLK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","46","0%","0%",808
"MIROSLAV NOVÁK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","41","0%","0%",809
"STANISLAVA HLAVATÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","48","100%","0%",810
"ANNA MARTINKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","100%","0%",811
"JOSEF BALCAR, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","40","0%","0%",812
"JANA DOVOLOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","35","100%","0%",813
