"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"HANA PAVLINSKÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","57","100%","0%",801
"KAREL ŠIMEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","41","0%","0%",802
"ING. RADOMÍR PEDLIK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","56","0%","100%",803
"ING .ARCH. JIŘÍ HÁNL, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","56","0%","100%",804
"VĚRA ROLLEROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","100%","0%",805
"ING. GABRIELA JAREŠOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","37","100%","100%",806
"KATEŘINA RYCHETSKÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","100%","0%",807
"JANA TROJANOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","62","100%","0%",808
"JAROSLAV HORÁK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","38","0%","0%",809
"JAROSLAVA TŮMOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","58","100%","0%",810
"JAN KADEŘÁBEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",811
