"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PAVEL CHVOJAN, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","40","0%","0%",801
"LADISLAV MEDENCI, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","37","0%","0%",802
"TOMÁŠ PŘIBYL, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","38","0%","0%",803
"RADKA PŘIBYLOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","35","100%","0%",804
"OTOMAR ŘÍHA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","33","0%","0%",805
"OLGA PŘIBYLOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","28","100%","0%",806
"PETR ZELENÝ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","26","0%","0%",807
"ING. JIŘÍ ŠRÁMEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","57","0%","100%",808
"MARKÉTA HONZÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","43","100%","0%",809
"LUKÁŠ MATOUŠEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","32","0%","0%",810
"TOMÁŠ KOTRBA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","31","0%","0%",811
