"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"STANISLAV ADAMEC, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","53","0%","0%",801
"MILAN CIMBÁL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","43","0%","0%",802
"FRANTIŠEK DRBOHLAV, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","51","0%","0%",803
"BC. JAROSLAV JENČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","32","0%","100%",804
"MARTIN KARBAN, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","30","0%","0%",805
"JIŘÍ KNÍŽEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","56","0%","0%",806
"TOMÁŠ KNÍŽEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","30","0%","0%",807
"JOSEF KRUPIČKA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","54","0%","0%",808
"MILAN LHOTA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",809
"JAROSLAV MAŠTÁLKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","48","0%","0%",810
"ING. PAVEL PAŽOUT, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","0%","100%",811
"JAROSLAV ROUS, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","63","0%","0%",812
"VRATISLAV TUPÁČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","44","0%","0%",813
"MIROSLAV ULRICH, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","56","0%","0%",814
"MIROSLAV VODA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","69","0%","0%",815
