"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KVĚTOSLAVA TĚHNÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","58","100%","0%",801
"JOSEF TŮMA ML., NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","40","0%","0%",802
"PETR VÁVRA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","42","0%","0%",803
"ALEŠ KERHART, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","0%","0%",804
"ANTONÍN CERMAN, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","58","0%","0%",805
"MILAN KLIKAR, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","50","0%","0%",806
"JAROMÍR HRUBÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","0%","0%",807
"BC. PŘEMYSL ŠULC ML., NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","22","0%","100%",808
"FRANTIŠEK DROZEN, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","0%","0%",809
"TOMÁŠ HENDRYCH, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","30","0%","0%",810
"PETR VČELKA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","53","0%","0%",811
"DANA VÍTKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","50","100%","0%",812
"MILAN MACHÁČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","0%","0%",813
"BLANKA VÁGENKNECHTOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","59","100%","0%",814
"PETRA PALIČOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","37","100%","0%",815
