"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"BC. PAVEL FLEISCHMANN","1/7","0",0,"0","56","0%","100%",801
"MILAN CSICSO","1/7","0",1,"0","47","0%","0%",802
"ING. BC. KAREL VRZAL","1/7","0",1,"0","32","0%","100%",803
"KAREL VRZAL","1/7","0",0,"0","57","0%","0%",804
"JIŘÍ MŰLLER","1/7","0",0,"0","49","0%","0%",805
"JAROMÍR JURKA","1/7","0",1,"0","60","0%","0%",806
"MIROSLAV POKORNÝ","1/7","0",0,"0","44","0%","0%",807
"JOSEF HEKERLE","1/7","0",1,"0","45","0%","0%",808
"FRANTIŠEK JOHN","1/7","0",1,"0","53","0%","0%",809
"RENÉ BOTONĚK","1/7","0",0,"0","33","0%","0%",810
"DAVID NEJEDLÝ","1/7","0",0,"0","32","0%","0%",811
"DUŠAN VRTAL","1/7","0",1,"0","37","0%","0%",812
"JAN KOUKAL","1/7","0",0,"0","39","0%","0%",813
