"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MILOSLAV ZITA","1/7","1",0,"0","42","0%","0%",801
"LUCIE PANCHÁRTKOVÁ","1/7","1",0,"0","45","100%","0%",802
"PAVEL HERCÍK","1/7","1",0,"0","51","0%","0%",803
"MGR. JOSEF FRIDRICH","1/7","0",1,"0","41","0%","100%",804
"MARCELA SEKYRKOVÁ","1/7","1",0,"0","50","100%","0%",805
"JIŘÍ ŠAROCH","1/7","1",0,"0","56","0%","0%",806
"ING. LUDĚK PILNÝ","1/7","0",0,"0","42","0%","100%",807
"PAVEL BRABEC","1/7","0",1,"0","47","0%","0%",808
"LEOŠ SEDLÁK","1/7","0",0,"0","50","0%","0%",809
"ING. MARTIN NEUWIRT","1/7","0",0,"0","47","0%","100%",810
"MGR. ALENA KRATOCHVÍLOVÁ","1/7","0",0,"0","42","100%","100%",811
