"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MARTIN ZELENKA","1/9","0",1,"0","42","0%","0%",801
"ROMAN KOTEK","1/9","0",1,"0","39","0%","0%",802
"PAVEL MALEČEK","1/9","0",1,"0","50","0%","0%",803
"VÁCLAV LANGR","1/9","0",1,"0","68","0%","0%",804
"MARTIN BUDAŘ","1/9","0",0,"0","18","0%","0%",805
"MARTIN LANGR","1/9","0",0,"0","18","0%","0%",806
"MARTIN KAUTSKÝ","1/9","0",1,"0","42","0%","0%",807
"JOSEF JAROŠ","1/9","0",1,"0","66","0%","0%",808
"BOHUMILA URBÁNKOVÁ","1/9","0",1,"0","53","100%","100%",809
"TOMÁŠ PIKAL","1/9","0",1,"0","36","0%","0%",810
"LUDĚK VODRÁŽKA","1/9","0",0,"0","24","0%","0%",811
