"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"VERONIKA BEDNÁŘOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","21","100%","0%",801
"LADISLAV VAŘEKA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","22","0%","0%",802
"ING. JAN HOLÁNEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","48","0%","100%",803
"BOHUMÍRA HOLÁNKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","44","100%","0%",804
"MILAN BOJANOVSKÝ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","39","0%","0%",805
"ROMAN SKLENÁŘ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","41","0%","0%",806
"ING. PAVLA MAHELOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","100%","100%",807
"LUCIE KOMÍNKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","21","100%","0%",808
"VÁCLAV HORKÝ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","55","0%","0%",809
"ZDENĚK PEŠEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","39","0%","0%",810
"ANTONÍN BLAHA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","45","0%","0%",811
"BLANKA KOMÍNKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","45","100%","0%",812
"BC. PETRA SLÁMOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","39","100%","100%",813
"EVA HOŘÍNKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","26","100%","0%",814
"ZDEŇKA BURŠÍKOVÁ KRÁTKÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","24","100%","0%",815
"BC. JIŘINA HAVELKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","29","100%","100%",816
