"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JITKA HAVLOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","57","100%","0%",801
"BC. JOSEF VANĚK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","50","0%","100%",802
"FRANTIŠEK JOZA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","56","0%","0%",803
"JAN PARTL, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","37","0%","0%",804
"JANA KŘÍHOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","56","100%","0%",805
"JIŘÍ KŘÍŽ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","38","0%","0%",806
"MGR. TOMÁŠ STARCZEWSKI, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","40","0%","100%",807
"MIROSLAV JÁRA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","56","0%","0%",808
"PETR VANĚK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","40","0%","0%",809
"ROMANA TOMANDLOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","51","100%","0%",810
"VÁCLAV KYRIAN, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","0%","0%",811
"VILÉM SÝKORA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","39","0%","0%",812
