"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MILOŠ MAREK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","63","0%","0%",801
"ING. JOSEF ANTOŇ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","65","0%","0%",802
"MARTIN DEČI, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","48","0%","0%",803
"MGR. RADEK ČERMÁK, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","35","0%","0%",804
"VOJTĚCH MAREK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","38","0%","0%",805
"ROMAN KOLOMAZNÍK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","50","0%","0%",806
"ZDENĚK ŠICH, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","49","0%","0%",807
"BC. RICHARD DUDEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","37","0%","0%",808
"ILONA ZAJÍCOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","33","100%","0%",809
"DANA ŠEVROVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","52","100%","0%",810
"RADOMÍR SALABA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","44","0%","0%",811
