"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"FRANTIŠEK BAJER","1/9","0",1,"0","36","0%","0%",801
"MARIE KEJDOVÁ","1/9","0",1,"0","43","100%","0%",802
"JOSEF PATÁK","1/9","0",1,"0","43","0%","0%",803
"RUDOLF BRYCHTA","1/9","0",0,"0","30","0%","0%",804
"PETR BRYCHTA","1/9","0",1,"0","50","0%","0%",805
"VLASTA BAJEROVÁ","1/9","0",1,"0","48","100%","0%",806
"MARCELA LUNDOVÁ","1/9","0",1,"0","38","100%","0%",807
"PAVLA CHADIMOVÁ","1/9","0",1,"0","46","100%","0%",808
"OLDŘICH POŽÁR","1/9","0",1,"0","41","0%","0%",809
"MUDR. MARTINA FENDRYCHOVÁ","1/9","0",0,"0","47","100%","100%",810
"VĚRA DOČKALOVÁ","1/9","0",1,"0","42","100%","0%",811
"VÁCLAV DVOŘÁK","1/9","0",1,"0","44","0%","0%",812
"JOSEF HOLÁNEK","1/9","0",1,"0","38","0%","0%",813
"ING. PETR ZEMAN","1/9","0",1,"0","49","0%","100%",814
"JOSEF CHROMÝ","1/9","0",1,"0","44","0%","0%",815
