"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MILAN PITTNER","1/9","0",1,"0","46","0%","0%",801
"MICHAL FOITL","1/9","0",0,"0","21","0%","0%",802
"JAN CHOBODA","1/9","0",0,"0","24","0%","0%",803
"PETR SERVUS","1/9","0",0,"0","47","0%","0%",804
"STANISLAV PITTNER","1/9","0",0,"0","50","0%","0%",805
"JIŘÍ JAROŠ","1/9","0",1,"0","52","0%","0%",806
"JIŘÍ JAROŠ","1/9","0",1,"0","28","0%","0%",807
"VĚRA PITTNEROVÁ","1/9","0",0,"0","25","100%","0%",808
"ING. TOMÁŠ BLÁHA","1/9","0",1,"0","25","0%","100%",809
"BC. MARTINA BLÁHOVÁ","1/9","0",0,"0","23","100%","100%",810
"PETRA MARYŠKOVÁ","1/9","0",0,"0","23","100%","0%",811
"TOMÁŠ HERBRICK","1/9","0",1,"0","42","0%","0%",812
"ING. JANA MARYŠKOVÁ","1/9","0",1,"0","43","100%","100%",813
"RADEK MARYŠKA","1/9","0",1,"0","43","0%","0%",814
"MARTINA JAROŠOVÁ","1/9","0",1,"0","43","100%","0%",815
"BLANKA BLÁHOVÁ","1/9","0",1,"0","48","100%","0%",816
"MARCELA VOLFOVÁ","1/9","0",1,"0","46","100%","0%",817
