"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"IVANA HLUBUČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","46","100%","0%",801
"IVA HYKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","56","100%","0%",802
"JANA BUKVICOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","50","100%","0%",803
"MRÁZEK JIŘÍ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","71","0%","0%",804
"JAKUB BRODSKÝ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","27","0%","0%",805
"JIŘÍ BRODSKÝ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","37","0%","0%",806
"KAREL NOVOTNÝ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","51","0%","0%",807
"LENKA BERANOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","42","100%","0%",808
"LUCIE HRUBÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","34","100%","0%",809
"LUDMILA HUDSKÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","62","100%","0%",810
"TOMÁŠ OPOČENSKÝ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","42","0%","0%",811
"TOMÁŠ ŽIDŮ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","51","0%","0%",812
"ZDENĚK BUKVIC, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","55","0%","0%",813
"VRATISLAV PATOČKA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","45","0%","0%",814
