"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JAROSLAV KROUFEK","1/7","1",0,"0","67","0%","0%",801
"MARKÉTA DYNEBÝROVÁ","1/7","0",0,"0","36","100%","0%",802
"SAŠA MASNIČKA","1/7","0",0,"0","41","0%","0%",803
"KVĚTOSLAV MASNIČKA","1/7","0",0,"0","62","0%","0%",804
"MILAN PECA","1/7","1",0,"0","44","0%","0%",805
"MILOŠ STÝBLO","1/7","1",0,"0","45","0%","0%",806
"ZDENĚK HORÁK","1/7","1",0,"0","47","0%","0%",807
"ROBERT ZACHAŘ","1/7","0",0,"0","33","0%","0%",808
"JAN DYNEBÝR","1/7","1",0,"0","39","0%","0%",809
"PAVEL KROUFEK","1/7","1",0,"0","38","0%","0%",810
