"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MICHAELA ŠMEJKALOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","41","100%","0%",801
"MICHALA KRÁLÍČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","100%","0%",802
"JOSEF POLÁK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","52","0%","0%",803
"LENKA HUDCOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","100%","0%",804
"MICHAL HUDEC, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","34","0%","0%",805
"RENATA CHLADOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","100%","0%",806
"ŠÁRKA NEJDLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","28","100%","0%",807
"DANA SAJLEROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","50","100%","0%",808
"PETR JEŠÁTKO, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","0%","0%",809
"JOSEF TAUER, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","62","0%","0%",810
"MGR. VĚRA HYNČÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","64","100%","100%",811
