"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"FRANTIŠEK VAŠÁK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","43","0%","100%",801
"JAROSLAV SALAVA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","52","0%","0%",802
"VĚRA BRAMBŮRKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","55","100%","0%",803
"RADKA KREJČÍ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","48","0%","0%",804
"JAN KOUDELKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","29","0%","100%",805
"MARTIN JELÍNEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","44","0%","0%",806
"JANA JELÍNKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","100%","0%",807
"PŘEMYSL JEŽ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","37","0%","100%",808
"VLASTIMIL KREJČÍ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","52","0%","0%",809
"PAVEL ALENKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",810
"RENATA HONZLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","47","100%","0%",811
