"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ZDENĚK BABŮREK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",801
"VÁCLAV KAVKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","42","0%","0%",802
"LUKÁŠ HLUBOCKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","21","0%","0%",803
"PETR SKLENÁŘ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","37","0%","0%",804
"FRANTIŠEK MIKULANDA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","39","0%","0%",805
"ALEŠ NĚMEČEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","32","0%","0%",806
"JAROSLAVA SLUNEČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","58","100%","0%",807
"LADISLAV JANŮ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","45","0%","0%",808
"TOMÁŠ PAIKR, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","31","0%","0%",809
"BOHUMIL URBAN, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","60","0%","0%",810
