"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"VÁCLAV PEROUTKA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","37","0%","0%",801
"ING. ARCH. MIROSLAV HÁJEK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","57","0%","100%",802
"JONÁŠ BUDÍN, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","18","0%","0%",803
"JOSEF PIVEC, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","38","0%","0%",804
"ING. FRANTIŠEK BOČEK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","52","0%","100%",805
"LUBOŠ KOZEL, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","30","0%","0%",806
"DUŠAN VLACH, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","43","0%","0%",807
"ROMAN SPÁČIL, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","47","0%","0%",808
"JIŘÍ HRÁDEK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","45","0%","0%",809
"JAN BOČEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","64","0%","0%",810
"FRANTIŠEK ŠTĚPKA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","51","0%","0%",811
"JAN ŠOHAJ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","43","0%","0%",812
"VÁCLAV LORENC, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","55","0%","0%",813
"JITKA VLACHOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","100%","0%",814
"JAROSLAV DUŠEJOVSKÝ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","48","0%","0%",815
"ZDEŇKA ŠKOPKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","53","100%","0%",816
"ING. EDUARD ŠNAJDR, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","29","0%","100%",817
