"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"""SDRUŽENÍ NESTRANÍKŮ""","5/7","0",1,"4","40,6","80%","0%",158
"ING. JAROMÍRA JAROŠOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","43","100%","100%",801
"PAVEL PLUHAŘ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","50","0%","0%",802
"STANISLAV LUDVA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","44","0%","0%",803
"ZDEŇKA ŠKOLNÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","47","100%","0%",804
"JITKA ŠUMBEROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","44","100%","0%",805
"MIROSLAV BUŠ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","48","0%","0%",806
"EDUARD VALENTA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","67","0%","0%",807
"BC. IGOR VALENTA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","38","0%","100%",808
"ANNA SUKOVITÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","55","100%","0%",809
