"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MIROSLAVA ČEPIČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","50","100%","0%",801
"MONIKA MOTÁŇOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","100%","0%",802
"JIŘÍ KOVAŘÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","24","0%","0%",803
"ZDENKA HRUBANOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","51","100%","0%",804
"OSKAR JAROLÍMEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","44","0%","0%",805
"ZDENĚK WOLF, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","67","0%","0%",806
"TOMÁŠ PUDL, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","38","0%","0%",807
"VĚRA HRDLIČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","37","100%","0%",808
"PAVEL KLOS, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","38","0%","0%",809
"STANISLAV SLINTÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","37","0%","0%",810
