"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ING. JAN MLEZIVA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","32","0%","100%",801
"JIŘÍ VOZÁBAL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","50","0%","0%",802
"ANTONÍN HOŘEJŠÍ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","61","0%","0%",803
"JIŘÍ MRZENA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","50","0%","0%",804
"MILAN KOTRBA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","42","0%","0%",805
"PAVEL ČÍTEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","45","0%","0%",806
"JAN MATĚJČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","0%","0%",807
"VLADISLAV ČÍTEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","48","0%","0%",808
"VLADIMÍRA PŘIBYLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","43","100%","0%",809
"TOMÁŠ MIKŠOVSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",810
"HANA HOŘEJŠÍ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","50","0%","0%",811
