"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"STANISLAV VEIT, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","57","0%","0%",801
"LUCIE KNEIFLOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","30","100%","0%",802
"KAREL FERKO, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","24","0%","0%",803
"ŠTĚPÁN ZEMEK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","62","0%","0%",804
"JIŘÍ MAREŠ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","31","0%","0%",805
"MARTIN JOHÁNEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","38","0%","0%",806
"JOSEF JOHÁNEK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","64","0%","0%",807
"KAREL ČERNÝ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","59","0%","0%",808
"MIROSLAV KOVAŘÍK ML., NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","37","0%","0%",809
"MIROSLAV KOVAŘÍK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","62","0%","0%",810
"ZDENĚK SMOLAKOW, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","41","0%","0%",811
"JIŘÍ HRONEC, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","42","0%","0%",812
"MGR. MIROSLAV TIMURA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","55","0%","100%",813
