"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JOSEF TRHLÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","37","0%","0%",801
"MICHAELA LEŽÁKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","37","100%","0%",802
"LADISLAV DAREBNÍK, ST., NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","49","0%","0%",803
"ING. LADISLAV DAREBNÍK, ML., NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","27","0%","100%",804
"ROMAN DAREBNÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","24","0%","0%",805
"ING. RADIM DAREBNÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","29","0%","100%",806
"MIROSLAV HAJDUČKO, ST., NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","57","0%","0%",807
"MGR. EVA RUDOLFOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","30","100%","100%",808
"LUKÁŠ HRADIL, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","31","0%","0%",809
"ING. ANTONÍN SKLENÁŘ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","63","0%","100%",810
"DANIEL SCHMIER, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","42","0%","0%",811
"MARTINA JADRNÍČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","24","100%","0%",812
"MIROSLAV HAJDUČKO, ML., NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","0%","0%",813
