"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"SDRUŽENÍ ČSSD A NEZÁVISLÝCH KANDIDÁTŮ","7/7","0",0,"0","31,9","71%","29%",371
"VLADIMÍR MACHÁČEK","1/7","0",0,"0","60","0%","0%",801
"ING. ZDENĚK ŠEVČÍK","1/7","0",0,"0","52","0%","100%",802
"BC. JAN MACHÁČEK","1/7","0",0,"0","30","0%","100%",803
"PETR ŠIMEK","1/7","0",1,"0","37","0%","0%",804
"JIŘÍ SŮSA","1/7","0",1,"0","42","0%","0%",805
"BOHUMIL RŮZHA","1/7","0",0,"0","37","0%","0%",806
"TOMÁŠ LOCH","1/7","0",1,"0","32","0%","0%",807
"JAROSLAVA PINKASOVÁ","1/7","0",1,"0","46","100%","0%",808
"MILADA JANOTOVÁ","1/7","0",0,"0","58","100%","0%",809
"ZDENĚK LIŠKA","1/7","0",0,"0","59","0%","0%",810
"MILOSLAV LITOŠ","1/7","0",1,"0","50","0%","0%",811
