"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MICHAL VELEBA","1/9","0",0,"0","31","0%","0%",801
"ING. JAN SVOBODA","1/9","0",0,"0","31","0%","100%",802
"DRAHOMÍRA PALÁNOVÁ","1/9","0",1,"0","56","100%","0%",803
"JIŘÍ FILA","1/9","0",1,"0","45","0%","0%",804
"EVA KRATOCHVÍLOVÁ","1/9","0",0,"0","39","100%","0%",805
"JOSEF MATOUŠEK","1/9","0",1,"0","31","0%","0%",806
"JAN SVOBODA","1/9","0",0,"0","35","0%","0%",807
"EVA RAMBOUSKOVÁ","1/9","0",1,"0","56","100%","0%",808
"ZDENĚK ŠTVERÁČEK","1/9","0",0,"0","39","0%","0%",809
"JIŘÍ ANDĚL","1/9","0",1,"0","56","0%","0%",810
"PAVEL ČÁP","1/9","0",0,"0","54","0%","0%",811
"JIŘÍ ČECH","1/9","0",1,"0","30","0%","0%",812
"ING. FRANTIŠEK HOLUB","1/9","0",1,"0","29","0%","100%",813
