"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PETR VANĚK","1/7","0",0,"0","46","0%","0%",801
"KAREL HOUZAR","1/7","0",1,"0","26","0%","0%",802
"BOŽETĚCH KREJČÍ","1/7","0",0,"0","47","0%","0%",803
"RENATA HOUZAROVÁ","1/7","0",0,"0","30","100%","0%",804
"ANTONÍN HOUZAR","1/7","0",0,"0","33","0%","0%",805
"ING. VÍTĚZSLAV HERBRICH","1/7","0",1,"0","61","0%","100%",806
"EVA PETRÁŠOVÁ","1/7","0",0,"0","28","100%","0%",807
"ING. LUCIE VOSTALOVÁ","1/7","0",0,"0","26","100%","100%",808
"MICHAL VALÍK","1/7","0",1,"0","38","0%","0%",809
"PETRA VODOVÁ","1/7","0",1,"0","29","100%","0%",810
"JANA VOSTALOVÁ","1/7","0",1,"0","39","100%","0%",811
"RADEK NOVOTNÝ","1/7","0",0,"0","43","0%","0%",812
"JAN VOSTAL","1/7","0",1,"0","26","0%","0%",813
