"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JAN TYVOŇÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","29","0%","0%",801
"ZDENĚK ŠIROKÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","58","0%","0%",802
"ROBERT POLCAR, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","35","0%","0%",803
"PETR BERÁNEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","45","0%","0%",804
"ROMAN SURÁK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","40","0%","0%",805
"LIBOR ŠTEMBERA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","41","0%","0%",806
"PETR SEIDL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","55","0%","0%",807
"ZDENĚK FOLK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","35","0%","100%",808
"ROMANA ŠTRUKELOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","100%","0%",809
"LIBUŠE KALINOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","56","100%","0%",810
