"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JAN ZELENÝ, DIS., NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","31","0%","100%",801
"VLADIMÍRA CRHOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","100%","0%",802
"VLADIMÍR ŽVÁČEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","49","0%","0%",803
"JOSEF ÚJEZDSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","56","0%","0%",804
"VÁCLAV JACHAN, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","0%","0%",805
"REGINA VAŠÍČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","46","100%","0%",806
"KAREL PANDULA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","51","0%","0%",807
"MILOSLAVA RADIMĚŘOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","53","100%","0%",808
"JAN VAŠÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","51","0%","0%",809
"STANISLAV PANDULA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","57","0%","0%",810
"TEREZA FIALOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","26","100%","0%",811
