"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"DANA DACHOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","100%","0%",801
"KATEŘINA DOSTÁLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","46","100%","0%",802
"ING. JAN DUDEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","68","0%","100%",803
"LUKÁŠ KÁBRT, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","28","0%","0%",804
"KAREL SEIDL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","56","0%","0%",805
"ING. JAROSLAV KORDINA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","56","0%","100%",806
"MILAN KÁBRT, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","0%","0%",807
"MONIKA ŽYLKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","46","100%","0%",808
"PAVEL TATÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","41","0%","0%",809
"MARIE POKORNÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","42","100%","0%",810
"MIROSLAV PODRÁBSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","65","0%","0%",811
