"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JANA LEPKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","100%","0%",801
"BOŽENA SKŘIPSKÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","50","100%","0%",802
"RADOMIL ŠEVČÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","45","0%","0%",803
"JOSEF FOUSEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","63","0%","0%",804
"ANTONÍN ŠEVČÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","46","0%","0%",805
"DUŠAN DAVÍDEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","40","0%","0%",806
"ALOIS ČERNÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","67","0%","0%",807
"PAVEL FADRNÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","29","0%","0%",808
"ZDEŇKA ŠEVČÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","25","100%","0%",809
"JAN NEDOMA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","40","0%","0%",810
"IVAN JONÁŠ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",811
