"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MGR. LENKA BAŠTOVÁ","1/9","0",0,"0","34","100%","100%",801
"JOSEF NOVOTNÝ","1/9","0",1,"0","59","0%","0%",802
"RADKA ŠÍDOVÁ","1/9","0",1,"0","48","100%","0%",803
"VLADIMÍR HOŘÍNEK","1/9","0",1,"0","37","0%","0%",804
"ZDENĚK BUMBA","1/9","0",1,"0","41","0%","0%",805
"VERONIKA VELÍKOVÁ","1/9","0",0,"0","27","100%","0%",806
"JIŘÍ VRÁBÍK","1/9","0",1,"0","49","0%","0%",807
"KAMILA MÁŠOVÁ","1/9","0",0,"0","26","100%","0%",808
"MARTINA ZELENKOVÁ","1/9","0",0,"0","36","100%","0%",809
"ZLATA KOUKOLÍČKOVÁ","1/9","0",0,"0","59","100%","0%",810
"FRANTIŠEK HEJNAL","1/9","0",1,"0","73","0%","0%",811
"MARTIN KOZOHORSKÝ","1/9","0",1,"0","39","0%","0%",812
