"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MIROSLAV ČIHÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","42","0%","100%",801
"VÁCLAV VAIDIŠ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","52","0%","0%",802
"VÁCLAV FŰRST, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","46","0%","0%",803
"KVĚTA BOCKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","44","100%","0%",804
"JIŘÍ NEDBAL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","52","0%","0%",805
"TOMÁŠ BÍLEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","19","0%","0%",806
"MILOSLAV VOPAT, NEZÁVISLÝ KANDIDÁT","1/7","0",2,"-1","60","0%","0%",807
"JARMILA HOŠKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","51","100%","0%",808
"STANISLAV HOŠEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","55","0%","0%",809
"JOSEF TŘÍŠKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","21","0%","0%",810
"MILOSLAV VOPAT, NEZÁVISLÝ KANDIDÁT","1/7","0",2,"-1","38","0%","0%",811
"MILUŠE FŰRSTOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","100%","0%",812
"JAN ŽVÁČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","47","0%","0%",813
"MIROSLAV VOPAT, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","39","0%","0%",814
"MARTIN JANOUŠKOVEC, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","31","0%","0%",815
