"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"STANISLAV JANOUŠEK","1/7","0",1,"0","54","0%","0%",801
"ZBYNĚK PELÁN","1/7","0",1,"0","24","0%","0%",802
"PETR DRÁPELA","1/7","0",1,"0","37","0%","0%",803
"BLANKA DRÁPELOVÁ","1/7","0",1,"0","32","100%","0%",804
"RADOSLAV VEJTASA","1/7","0",1,"0","44","0%","0%",805
"JAROSLAV SÝKORA","1/7","0",1,"0","37","0%","0%",806
"ING. ALEŠ KOTAČKA","1/7","0",1,"0","37","0%","100%",807
"JAN KOTAČKA","1/7","0",1,"0","42","0%","0%",808
"ING. JANA CHRÁSTECKÁ","1/7","0",1,"0","38","100%","100%",809
"ING. LIBOR SVOBODA","1/7","0",1,"0","61","0%","100%",810
