"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"TOMÁŠ EFFA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","35","0%","0%",801
"FRANTIŠEK HORKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","62","0%","0%",802
"KAREL VESELÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","46","0%","0%",803
"PETR KRČIL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",804
"LUKÁŠ BOČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","28","0%","0%",805
"JIŘÍ JIRÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","49","0%","0%",806
"PAVLA VÁŇOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","28","100%","0%",807
"ZDISLAV KOLÁŘ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","0%","0%",808
"MARIE VÁŇOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","38","100%","0%",809
"EVA RADILOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","100%","0%",810
"JIŘÍ JIRÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","26","0%","0%",811
"PETR CHVALKOVSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","0%","100%",812
