"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JAROSLAV STEHLÍK","1/7","0",0,"0","41","0%","0%",801
"LUCIE KARASOVÁ","1/7","1",0,"0","46","100%","0%",802
"PAVEL NOVOTNÝ","1/7","1",0,"0","50","0%","0%",803
"PETR KLÍMA","1/7","1",0,"0","47","0%","0%",804
"PETR ZÁPOTOCKÝ","1/7","0",0,"0","49","0%","0%",805
"KAREL BASTL","1/7","0",0,"0","49","0%","0%",806
"JAROSLAV BAŤKA","1/7","1",0,"0","44","0%","0%",807
"FRANTIŠEK BOUKAL","1/7","1",0,"0","28","0%","0%",808
"JOSEF DRNEK","1/7","0",1,"0","31","0%","0%",809
"MILOŠ JEŽEK","1/7","0",0,"0","44","0%","0%",810
"PETR JEŽEK","1/7","0",0,"0","24","0%","0%",811
"PETR BOUKAL","1/7","1",0,"0","30","0%","0%",812
