"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MILADA STRAKERLOVÁ","1/5","0",1,"0","58","100%","0%",801
"LENKA DOLEŽALOVÁ","1/5","0",1,"0","33","100%","0%",802
"LUKÁŠ DOLEŽAL","1/5","0",0,"0","33","0%","0%",803
"PETR MAZÁNEK","1/5","0",0,"0","38","0%","0%",804
"ALENA PYTLÍKOVÁ","1/5","0",0,"0","50","100%","0%",805
"EVA MAZÁNKOVÁ","1/5","0",1,"0","37","100%","0%",806
"JIŘÍ STRAKERLE","1/5","0",1,"0","49","0%","0%",807
"HANA LUNDOVÁ","1/5","0",1,"0","42","100%","0%",808
"FRANTIŠEK LUNDA","1/5","0",0,"0","37","0%","0%",809
"JIŘÍ KOPEČNÝ","1/5","0",1,"0","67","0%","0%",810
