"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"IVAN VAŠINA, NEZÁVISLÝ KANDIDÁT","1/5","0",0,"0","34","0%","0%",801
"RADEK SVATOŇ, NEZÁVISLÝ KANDIDÁT","1/5","0",1,"0","44","0%","0%",802
"JANA KUTÍLKOVÁ, NEZÁVISLÝ KANDIDÁT","1/5","0",1,"0","32","100%","0%",803
"VLASTA HOLÁ, NEZÁVISLÝ KANDIDÁT","1/5","0",0,"0","52","100%","0%",804
"ROMAN ŠORSÁK, NEZÁVISLÝ KANDIDÁT","1/5","0",0,"0","40","0%","0%",805
"JOSEF ŽIŽKA, NEZÁVISLÝ KANDIDÁT","1/5","0",1,"0","50","0%","0%",806
"LENKA DAENEMARKOVÁ, NEZÁVISLÝ KANDIDÁT","1/5","0",1,"0","50","100%","0%",807
"GREGOR ZBYNĚK, NEZÁVISLÝ KANDIDÁT","1/5","0",1,"0","33","0%","0%",808
"MICHAL ŽIŽKA, NEZÁVISLÝ KANDIDÁT","1/5","0",0,"0","26","0%","0%",809
"KATEŘINA DAMIANOVÁ, NEZÁVISLÝ KANDIDÁT","1/5","0",0,"0","48","100%","0%",810
