"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MARIE KRÝDLOVÁ","1/7","1",0,"0","62","100%","0%",801
"JUDR. KATEŘINA TOMKOVÁ","1/7","1",0,"0","57","100%","100%",802
"ZDENĚK PŘICHYSTAL","1/7","1",0,"0","56","0%","0%",803
"JAROSLAV KRÝDL","1/7","1",0,"0","38","0%","0%",804
"SVATAVA KOPEČKOVÁ","1/7","1",0,"0","47","100%","0%",805
"PETR NOŽKA","1/7","0",0,"0","27","0%","0%",806
"MGR. EVA BLAŽÍČKOVÁ","1/7","0",0,"0","52","100%","100%",807
"JANA KRPATOVÁ","1/7","0",0,"0","38","100%","0%",808
"ZBYNĚK ŠPIŘÍK","1/7","1",0,"0","37","0%","0%",809
"MGR. JOSEF BENDA","1/7","0",0,"0","58","0%","100%",810
"MARTIN ČECH","1/7","0",0,"0","36","0%","0%",811
"DRAHOSLAVA NOVÁČKOVÁ","1/7","0",0,"0","67","100%","0%",812
"VLADIMÍR NOVÁČEK","1/7","0",0,"0","43","0%","0%",813
"ROMAN VILÍMEK","1/7","0",0,"0","41","0%","0%",814
"MICHAL KRPATA","1/7","0",0,"0","31","0%","0%",815
