"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"DANIELA HAVLÁKOVÁ","1/9","0",1,"0","34","100%","0%",801
"JIŘÍ HLOŽEK","1/9","0",0,"0","39","0%","0%",802
"JIŘÍ MARCIN","1/9","0",0,"0","40","0%","0%",803
"IVANA SKŘIVÁNKOVÁ","1/9","0",0,"0","49","100%","0%",804
"JAROSLAV GABRIEL","1/9","0",1,"0","43","0%","0%",805
"BC. NAĎA SOUČKOVÁ","1/9","0",1,"0","52","100%","100%",806
"MAREK COUFAL","1/9","0",0,"0","39","0%","0%",807
"JANA ŠIMŮNKOVÁ","1/9","0",0,"0","43","100%","0%",808
"ŠÁRKA MRÁZKOVÁ","1/9","0",1,"0","48","100%","0%",809
"ING. ALEŠ MRÁZEK","1/9","0",1,"0","29","0%","100%",810
"MARTIN BURIAN","1/9","0",1,"0","42","0%","0%",811
"VLADIMÍRA HODANOVÁ","1/9","0",1,"0","39","100%","0%",812
"VLADISLAVA ČELKOVÁ","1/9","0",0,"0","37","100%","0%",813
"ZDENĚK KARHAN","1/9","0",0,"0","64","0%","0%",814
