"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KAMILA KŘUPALOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","30","100%","100%",801
"MIROSLAV MAŇÁK, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","41","0%","0%",802
"JIŘÍ KRCHŇÁK, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","51","0%","100%",803
"PETR LAŠTOVICA, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","40","0%","0%",804
"JIŘÍ ŽAMBOCH, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","50","0%","0%",805
"ZLATA ROŽNOVJÁKOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","38","100%","0%",806
"JIŘÍ ČEŠEK, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","34","0%","0%",807
"TOMÁŠ HRABOVSKÝ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","46","0%","0%",808
"IVAN SEDLÁŘ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","38","0%","100%",809
"MILAN KOVÁŘ, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","56","0%","0%",810
"VLASTIMIL ČEŠEK, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","50","0%","0%",811
"ANITA ŠKRLOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","45","100%","0%",812
"JOSEF VRAJ, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","59","0%","0%",813
"MARTIN BŘEZINA, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","27","0%","0%",814
"KAREL ČUNEK, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","42","0%","0%",815
"KAREL TRNČÁK, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","56","0%","0%",816
"TOMÁŠ SOBOTKA, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","33","0%","100%",817
"JARMILA CHUPÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","59","100%","0%",818
"JANA PLEVOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","52","100%","100%",819
"OLDŘICH MATULA, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","38","0%","0%",820
"JAN ŠABRŠULA, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","24","0%","0%",821
"JAN MALČÍK, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","66","0%","0%",822
"JAN JANČÍK, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","60","0%","0%",823
"ANTONÍN MALÝ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","40","0%","100%",824
"MIROSLAV MIKUŠ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","38","0%","0%",825
"ZDENĚK KACHTÍK, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","53","0%","0%",826
"MAREK LONDA, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","41","0%","0%",827
"JAROMÍR PAŘENICA, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","61","0%","0%",828
"PAVLA LONDOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","34","100%","0%",829
"MIROSLAV HALENČÁK, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","34","0%","0%",830
"DANA ČERNÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","44","100%","100%",831
"DANIEL SURÝ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","45","0%","0%",832
"MILAN JIRŮŠEK, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","47","0%","0%",833
