"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","6/7","0",2,"4","33,2","17%","17%",7
"YVONA TRNKOVÁ","1/7","0",1,"0","55","100%","0%",801
"ALOIS JANDERKA","1/7","0",1,"0","62","0%","0%",802
"JAN PIKNER","1/7","0",1,"0","63","0%","0%",803
"RADKA CIGÁNKOVÁ","1/7","0",0,"0","36","100%","0%",804
"MILENA GRUNDOVÁ","1/7","0",0,"0","39","100%","0%",805
"IVO ŠRÁMEK","1/7","0",1,"0","42","0%","0%",806
"FRANTIŠEK JANKŮJ","1/7","0",1,"0","40","0%","0%",807
"MARTINA PEŠKOVÁ","1/7","0",1,"0","31","100%","0%",808
"MIROSLAV JANKŮJ","1/7","0",1,"0","50","0%","0%",809
