"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"BC. MIROSLAVA BINDEROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","41","100%","100%",801
"MIROSLAV DOČKAL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","44","0%","0%",802
"LUKÁŠ DUBOVSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","31","0%","0%",803
"PETR MACHOVEC, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",804
"JANA SMOLÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","30","100%","0%",805
"PETR DOMÍN, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",806
"ZDENĚK ŠVEJDA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","56","0%","0%",807
"JITKA SÝKOROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","49","100%","0%",808
"JITKA SÝKOROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","49","100%","0%",808
"MGR. HANA PATRASOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","38","100%","100%",809
