"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PETR VYHNANOVSKÝ - NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",801
"ILONA PODANÁ - NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","42","100%","0%",802
"TEREZA VÍŠKOVÁ - NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","29","100%","0%",803
"ZDENĚK AUGUSTA - NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",804
"MIROSLAV MATIČKA - NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",805
"MILOSLAV BOHATÝ - NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","60","0%","0%",806
"MGR. PETRA HNÁTOVÁ - NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","37","100%","100%",807
"MILOSLAVA BOLKOVÁ - NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","59","100%","0%",808
"PETR DVOŘÁK - NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","26","0%","0%",809
"ZDENĚK VLACH - NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","34","0%","0%",810
"VÁCLAV KUNÁŠEK - NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","55","0%","0%",811
