"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ING. ROMAN VÁCHA","1/7","1",0,"0","44","0%","100%",801
"VERONIKA DOUCHOVÁ","1/7","0",0,"0","34","100%","0%",802
"MILOSLAV HYRŠ","1/7","0",0,"0","33","0%","0%",803
"VÁCLAV KROUTIL","1/7","1",0,"0","43","0%","0%",804
"ING. MICHAL CHLUBNÝ","1/7","1",0,"0","34","0%","100%",805
"JAROSLAV MOTL","1/7","0",0,"0","29","0%","0%",806
"VĚRA ŠPIŇAROVÁ","1/7","0",0,"0","23","100%","0%",807
"RADEK HEŘMÁNEK","1/7","1",0,"0","36","0%","0%",808
"TOMÁŠ NOVÁK","1/7","1",0,"0","33","0%","0%",809
"ANDREA KOUBKOVÁ","1/7","1",0,"0","39","100%","0%",810
"ING. JIŘÍ JŮZL","1/7","0",0,"0","55","0%","100%",811
"BC. RADKA PROSTŘEDNÍ","1/7","0",0,"0","29","0%","100%",812
