"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ALEŠ CHVOJKA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","61","0%","0%",801
"FRANTIŠEK ŘEHÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","64","0%","0%",802
"ING. MIROSLAV STEHNO, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","58","0%","100%",803
"JAROSLAV SRBA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","49","0%","0%",804
"JIŘÍ ČIHÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","65","0%","0%",805
"JIŘÍ SNÁŠEL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","37","0%","0%",806
"LADISLAV LACKO, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","23","0%","0%",807
"MARTINA HROBAŘOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","48","100%","0%",808
"MARTINA VAŇKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","100%","0%",809
"MGR. PAVEL KAVALÍR, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","0%","100%",810
"MILAN KARPÍŠEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","50","0%","0%",811
"ZDEŇKA KLIMEŠOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","59","100%","0%",812
"KAREL PAVLIŠ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","37","0%","0%",813
"MGR. JANA KARÁSKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","32","100%","100%",814
