"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ING. RADOVAN COP, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","44","0%","100%",801
"PETRA KŘÍČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","44","100%","0%",802
"PAVEL NIKOLIČ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","61","0%","0%",803
"KATEŘINA BABÓOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","100%","0%",804
"ING. KAREL ČERNÝ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","65","0%","100%",805
"MGR. HELENA FIEBIGEROVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","42","100%","100%",806
"IVO KÜHNEL, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","56","0%","0%",807
"EVA KAPRÁLKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","50","100%","0%",808
"ING. MICHAL KAPRÁLEK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","35","0%","100%",809
"BC. JAKUB BRADÁČ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","24","0%","100%",810
"VÁCLAV BRADÁČ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","72","0%","0%",811
"JAN KŰHNEL, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","29","0%","0%",812
"KAREL MUNZAR, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","47","0%","0%",813
"ALENA KŰHNEL VYSKOČILOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","23","100%","0%",814
"MGR. KATEŘINA KAPRÁLEK VÍTÁMVÁSOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","32","100%","100%",815
"MARTIN VOJTĚCH, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","49","0%","0%",816
