"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MGR. JIŘÍ STRNAD","1/7","0",1,"0","49","0%","100%",801
"ALENA BRYCHTOVÁ","1/7","0",1,"0","68","100%","0%",802
"ALEŠ BRYCHTA","1/7","0",1,"0","45","0%","0%",803
"STANISLAV JAVŮREK","1/7","0",1,"0","36","0%","0%",804
"JIŘÍ CHALUPA","1/7","0",0,"0","60","0%","0%",805
"OLGA VOBORNÁ","1/7","0",1,"0","38","100%","0%",806
"JOSEF KOTAČKA","1/7","0",0,"0","62","0%","0%",807
"JIŘÍ ŽÁK","1/7","0",1,"0","57","0%","0%",808
"ING. LADISLAV MOLNÁR","1/7","0",0,"0","42","0%","100%",809
"RADOMIL NESTRAŠIL","1/7","0",1,"0","40","0%","0%",810
"ING. PAVLA MOLNÁROVÁ","1/7","0",0,"0","41","100%","100%",811
