"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MILAN KADRLIÁK","1/7","0",0,"0","63","0%","0%",801
"JANA SVOBODOVÁ","1/7","0",0,"0","56","100%","0%",802
"TOMÁŠ VACEK","1/7","0",0,"0","27","0%","0%",803
"FRANTIŠEK KOPÁČEK","1/7","0",0,"0","54","0%","0%",804
"LADISLAV TRNKA","1/7","0",1,"0","52","0%","0%",805
"NEZÁVISLÝ KANDIDÁT - JAN KOLÁŘ","1/7","0",1,"0","54","0%","0%",806
"ING. DAVID VĚTROVSKÝ","1/7","0",1,"0","35","0%","100%",807
"VERONIKA VACKOVÁ","1/7","0",0,"0","37","100%","0%",808
"JAN TURNOVEC","1/7","0",1,"0","46","0%","0%",809
"NEZÁVISLÝ KANDIDÁT VÁCLAV NECKÁŘ","1/7","0",0,"0","63","0%","0%",810
"BC. LENKA SKUHROVCOVÁ","1/7","0",0,"0","27","100%","100%",811
"OLDŘICH SKUHROVEC","1/7","0",0,"0","58","0%","0%",812
"IVANA FEJTLOVÁ","1/7","0",0,"0","42","100%","0%",813
