"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"TEREZA KŮSOVÁ, NEZÁVISLÝ KANDIDÁT","1/5","0",0,"0","29","100%","0%",801
"MIROSLAV KRATOCHVÍL, NEZÁVISLÝ KANDIDÁT","1/5","0",1,"0","58","0%","0%",802
"JAROSLAV SMAŽÍK, NEZÁVISLÝ KANDIDÁT","1/5","0",0,"0","24","0%","0%",803
"LUKÁŠ KRATOCHVÍL, NEZÁVISLÝ KANDIDÁT","1/5","0",1,"0","28","0%","0%",804
"JAN JIRÁNEK, NEZÁVISLÝ KANDIDÁT","1/5","0",1,"0","51","0%","0%",805
"MICHAL PACALAJ, NEZÁVISLÝ KANDIDÁT","1/5","0",0,"0","33","0%","0%",806
"JINDŘICH SMAŽÍK, NEZÁVISLÝ KANDIDÁT","1/5","0",0,"0","71","0%","0%",807
"ŠÁRKA BALÁ, NEZÁVISLÝ KANDIDÁT","1/5","0",0,"0","21","100%","0%",808
"ROMAN DOUDA, NEZÁVISLÝ KANDIDÁT","1/5","0",0,"0","34","0%","0%",809
"RADISLAV DANĚK, NEZÁVISLÝ KANDIDÁT","1/5","0",1,"0","47","0%","0%",810
