"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","2/9","0",0,"0","55,5","100%","50%",7
"PAVLA FOJTOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","100%","0%",801
"ŠÁRKA LUKAŠTÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","44","100%","0%",802
"IRENA KRATOCHVÍLOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","42","100%","0%",803
"ZDENĚK SRNĚNSKÝ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","0%","0%",804
"VLADIMÍR KOVÁŘ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","60","0%","0%",805
"KAREL GERHARDT, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","44","0%","0%",806
"ADÉLA KOUSALOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","39","100%","100%",807
"JAN KAŠPAR, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","54","0%","0%",808
"JIŘÍ SUROVEC, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","35","0%","100%",809
"RADIM HNÁTEK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","38","0%","0%",810
"MARTIN MONČEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","28","0%","0%",811
"ANTONÍN JAVOREK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","43","0%","0%",812
"MARTIN TRČÁLEK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","31","0%","100%",813
"JAROSLAV PLACHTOVIČ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","57","0%","0%",814
"LUKÁŠ SOMMER, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","34","0%","0%",815
"VĚRA ŠTEFANIDESOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","54","100%","0%",816
