"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"IRENA KOŠATOVÁ","1/7","1",0,"0","54","100%","0%",801
"VRATISLAV NOVÁK","1/7","1",0,"0","54","0%","0%",802
"LIBOR ŠMIGELSKÝ","1/7","1",0,"0","47","0%","0%",803
"MAREK BOŠINA","1/7","1",0,"0","40","0%","0%",804
"MARIE CHVALKOVSKÁ","1/7","1",0,"0","63","100%","0%",805
"ROMAN STRÁNSKÝ","1/7","0",0,"0","41","0%","0%",806
"MILAN HANUŠ","1/7","0",0,"0","27","0%","0%",807
"JAROSLAV LUKEŠ","1/7","1",0,"0","62","0%","0%",808
"ANDREA ROTTOVÁ","1/7","0",0,"0","34","100%","0%",809
"MILOŠ CHVALKOVSKÝ","1/7","0",0,"0","63","0%","0%",810
